Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Medical,Recruiting,Game Expenses and Travel,Coaches Compensation,Athletic Student Aid,Total Revenues,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,Ticket Sales
University of South Florida,137351,2008,Football Bowl Subdivision,Big East Conference,32809603,562034,631400,4515408,5754110,3951311,34935813,2535356,2842750,1413000,6717314
University of South Florida,137351,2009,Football Bowl Subdivision,Big East Conference,35213059,653168,574031,4843452,6497911,4283889,37986171,4022520,2932840,1258500,6420512
University of South Florida,137351,2010,Football Bowl Subdivision,Big East Conference,39088660,892883,570462,4895523,7387152,4873479,39190939,4935295,2893587,1101000,6414049
University of South Florida,137351,2011,Football Bowl Subdivision,Big East Conference,43494246,1109844,627309,5592237,7440932,5103162,41948123,4885785,2735003,1704000,5828048
University of South Florida,137351,2012,Football Bowl Subdivision,Big East Conference,43067025,1239645,633255,5515269,7906011,5334898,43574400,5193957,3053827,1564000,6023919
University of South Florida,137351,2013,Football Bowl Subdivision,Big East Conference,44612535,911042,788968,6478988,8532803,5355598,45066258,5035043,2442458,1189000,6888742
University of South Florida,137351,2014,Football Bowl Subdivision,American Athletic Conference,46829647,1363435,799926,6648993,8187787,5612434,48383928,4922835,3719221,260500,4980088
University of South Florida,137351,2015,Football Bowl Subdivision,American Athletic Conference,46860838,1076019,1008000,6110073,8247638,5769793,45479012,5053346,2454618,603500,4206566
University of South Florida,137351,2016,Football Bowl Subdivision,American Athletic Conference,48405191,1031101,846520,7097749,8478478,6192555,47160819,5434451,2942660,891500,3036967
University of South Florida,137351,2017,Football Bowl Subdivision,American Athletic Conference,48227500,1289459,969562,5757824,9158488,5978395,49960338,5521142,2566098,502000,6071874
University of South Florida,137351,2018,Football Bowl Subdivision,American Athletic Conference,50674340,821813,1029164,6986363,9085365,6328125,45556113,4439564,2270658,319750,3135907
University of Southern Mississippi,176372,2005,Football Bowl Subdivision,Conference USA,16588414,324176,339966,1824867,3037420,3405860,18246484,403635,4063130,1551915,1825322
University of Southern Mississippi,176372,2006,Football Bowl Subdivision,Conference USA,18396942,333182,374390,2530070,3412229,3345910,19460068,1067625,4666423,1213870,1965531
University of Southern Mississippi,176372,2007,Football Bowl Subdivision,Conference USA,19083585,525211,465247,2266715,3553210,3400608,19911894,728994,4693766,1188000,2586711
University of Southern Mississippi,176372,2008,Football Bowl Subdivision,Conference USA,18671620,203987,92711,2828062,3779015,3723420,18712687,937623,3061906,1549012,2357903
University of Southern Mississippi,176372,2009,Football Bowl Subdivision,Conference USA,19861580,260418,412438,3044674,4367040,4220422,18919637,1028374,2087242,911904,3109144
University of Southern Mississippi,176372,2010,Football Bowl Subdivision,Conference USA,19641550,127014,369381,2769091,4438146,4160691,19731333,960817,3278980,686094,2888213
University of Southern Mississippi,176372,2011,Football Bowl Subdivision,Conference USA,20702037,160629,407178,3124494,4604479,4398365,20673597,1556296,3195613,1247570,2827125
University of Southern Mississippi,176372,2012,Football Bowl Subdivision,Conference USA,21914136,229546,379657,3163024,4896570,4527605,21526695,1314951,3661830,873645,2859879
University of Southern Mississippi,176372,2013,Football Bowl Subdivision,Conference USA,22399056,259033,421661,2782919,4738300,4907286,22776416,1425668,4858909,760465,2930731
University of Southern Mississippi,176372,2014,Football Bowl Subdivision,Conference USA,23536254,276193,538432,3140607,4751899,5207326,23536254,1448527,3373697,3621286,2215329
University of Southern Mississippi,176372,2015,Football Bowl Subdivision,Conference USA,24546909,282608,620583,3033648,4521266,5251187,23972589,2264298,4189297,1889326,2283825
University of Southern Mississippi,176372,2016,Football Bowl Subdivision,Conference USA,25915460,210244,534931,4332364,4693545,5540943,25915460,1791372,3897242,1527500,3476155
University of Southern Mississippi,176372,2017,Football Bowl Subdivision,Conference USA,25251618,275847,635963,3985453,4340947,5893197,23984639,1880685,3936169,1378803,3044981
University of Southern Mississippi,176372,2018,Football Bowl Subdivision,Conference USA,26135504,462203,687450,3992393,4541829,5518865,24248720,1945127,3900396,1908126,2721100
University of Toledo,206084,2005,Football Bowl Subdivision,Mid-American Conference,14300546,180842,375771,1950063,2219387,4086612,17091665,1459987,1307827,507450,1428471
University of Toledo,206084,2006,Football Bowl Subdivision,Mid-American Conference,16258879,198299,411284,2202940,3481968,4312915,15530672,957192,1613218,400350,1432132
University of Toledo,206084,2007,Football Bowl Subdivision,Mid-American Conference,16401077,245897,390583,1675240,3188855,5673435,17577137,733947,2380606,467650,1352097
University of Toledo,206084,2008,Football Bowl Subdivision,Mid-American Conference,17811494,219553,455926,1776124,3430191,5421674,19082009,891807,4298457,321150,1601702
University of Toledo,206084,2009,Football Bowl Subdivision,Mid-American Conference,19330595,264900,416946,1735244,4041331,4774685,20639166,767269,5404816,754500,1634248
University of Toledo,206084,2010,Football Bowl Subdivision,Mid-American Conference,20029156,270158,572347,1459182,4626367,6251550,19966412,1407990,4422394,414300,2145972
University of Toledo,206084,2011,Football Bowl Subdivision,Mid-American Conference,20673092,212285,392829,1962113,4625934,6810978,19485449,1496023,3220632,610700,1724936
University of Toledo,206084,2012,Football Bowl Subdivision,Mid-American Conference,22381963,247303,464181,2627792,4789871,6871005,21265873,1656193,3333849,507400,1973038
University of Toledo,206084,2013,Football Bowl Subdivision,Mid-American Conference,23654141,263697,402639,3092828,3713087,6233067,23054218,1539590,3189080,1821250,1983629
University of Toledo,206084,2014,Football Bowl Subdivision,Mid-American Conference,26304331,285696,523196,2604356,4966892,7621310,22559175,1182506,2581272,1251450,1420986
University of Toledo,206084,2015,Football Bowl Subdivision,Mid-American Conference,29902989,100512,632323,3127255,5699892,7529587,26503340,0,3878467,439446,1582612
University of Toledo,206084,2016,Football Bowl Subdivision,Mid-American Conference,33289417,441290,661637,3697228,4086826,8285837,27913179,704158,2418287,1073330,2230964
University of Toledo,206084,2017,Football Bowl Subdivision,Mid-American Conference,32925921,452733,767197,3886426,5562945,8796689,32925921,679625,2723005,536500,1973602
University of Toledo,206084,2018,Football Bowl Subdivision,Mid-American Conference,33776969,435136,557945,4297971,6334854,8368053,33776969,624146,3848058,804000,1793064
University of Utah,230764,2005,Football Bowl Subdivision,Mountain West Conference,21311639,400553,408149,4083169,4537221,4633152,25506145,98100,3668651,321573,6971262
University of Utah,230764,2006,Football Bowl Subdivision,Mountain West Conference,24477346,342938,546606,3813280,5343629,4254977,25046766,75769,4876238,271000,7692268
University of Utah,230764,2007,Football Bowl Subdivision,Mountain West Conference,26328003,343230,496101,4360487,5253798,5085619,25913332,401719,4554345,364000,7386628
University of Utah,230764,2008,Football Bowl Subdivision,Mountain West Conference,27928663,452076,571332,4229328,6009370,4992312,27447140,1899841,4887461,504500,7179957
University of Utah,230764,2009,Football Bowl Subdivision,Mountain West Conference,31302138,458442,631415,5025267,6613125,5557562,32026436,2041903,5213246,995000,7873997
University of Utah,230764,2010,Football Bowl Subdivision,Mountain West Conference,31742827,534522,689478,4529647,7171708,6108470,30882390,1798128,5750835,492250,7887230
University of Utah,230764,2011,Football Bowl Subdivision,Mountain West Conference,36846478,567226,753608,4712527,7626743,6559477,38091538,2716878,7600616,1549029,10393556
University of Utah,230764,2012,Football Bowl Subdivision,Pacific-12 Conference,43719503,665769,1096031,5923775,9618557,7534981,40838218,3106605,8361527,379458,11287925
University of Utah,230764,2013,Football Bowl Subdivision,Pacific-12 Conference,49520152,904910,1184050,6047549,10114828,8034269,46855283,3351855,7457524,20838,12039126
University of Utah,230764,2014,Football Bowl Subdivision,Pacific-12 Conference,50531606,993694,1063552,5790721,11313635,8093457,56470310,3391602,9967838,281834,13679024
University of Utah,230764,2015,Football Bowl Subdivision,Pacific-12 Conference,58734014,1017228,1139212,6923536,13349206,8667970,62441552,3759182,7978494,1181384,13100456
University of Utah,230764,2016,Football Bowl Subdivision,Pacific-12 Conference,78051971,929368,1595398,9679783,15425501,10683237,79447512,5400513,8549247,446979,16976245
University of Utah,230764,2017,Football Bowl Subdivision,Pacific-12 Conference,81620307,1205884,1878142,9825811,17286516,10688218,83672639,5544140,9031413,369046,17097290
University of Utah,230764,2018,Football Bowl Subdivision,Pacific-12 Conference,87578834,1092534,1964161,9942324,19170085,10894082,91386593,9927600,9638735,539436,18730043
University of Virginia,234076,2005,Football Bowl Subdivision,Atlantic Coast Conference,59825403,869469,858505,5701621,7300864,8154552,63060540,1890353,27849391,1320314,11334095
University of Virginia,234076,2006,Football Bowl Subdivision,Atlantic Coast Conference,51591398,865281,1235161,6282217,9785621,8775941,52898726,2240604,14567256,1358402,12153501
University of Virginia,234076,2007,Football Bowl Subdivision,Atlantic Coast Conference,64852417,1010152,1112027,7729281,9896811,10516861,64069968,3852105,21940069,1553960,13651620
University of Virginia,234076,2008,Football Bowl Subdivision,Atlantic Coast Conference,65838543,1285514,1280853,9729955,10558573,9567702,64396612,3561647,18933467,1556651,14895325
University of Virginia,234076,2009,Football Bowl Subdivision,Atlantic Coast Conference,63696905,1384919,1180624,8386876,12281643,11887012,67141171,3838732,21553464,1517606,13791680
University of Virginia,234076,2010,Football Bowl Subdivision,Atlantic Coast Conference,70870412,1197710,884372,8183686,13001200,11684196,81841633,6968961,33975775,275000,14444012
University of Virginia,234076,2011,Football Bowl Subdivision,Atlantic Coast Conference,72400342,1308657,1123719,8464286,14070704,12689991,78439006,3890059,34503066,500000,12175077
University of Virginia,234076,2012,Football Bowl Subdivision,Atlantic Coast Conference,75437849,1442109,1251498,9774758,15638130,12842671,80835566,3858361,30706516,200000,12723485
University of Virginia,234076,2013,Football Bowl Subdivision,Atlantic Coast Conference,84201789,1754818,1184313,9656484,16406122,13520148,84402710,5642194,31258670,261000,13072435
University of Virginia,234076,2014,Football Bowl Subdivision,Atlantic Coast Conference,87426105,1190110,1215886,9957380,18089569,14317881,83697971,4733274,25125724,9500,15872912
University of Virginia,234076,2015,Football Bowl Subdivision,Atlantic Coast Conference,91345925,1403612,1247601,9738050,20293064,15213617,91256772,5123443,27762131,314000,12365432
University of Virginia,234076,2016,Football Bowl Subdivision,Atlantic Coast Conference,99801739,1310498,1536867,10582974,20112176,17212051,103272319,14369930,31556907,515700,14612987
University of Virginia,234076,2017,Football Bowl Subdivision,Atlantic Coast Conference,100324517,1405448,1588067,10189463,21464522,17855339,92865175,8475542,26127871,644432,12339296
University of Virginia,234076,2018,Football Bowl Subdivision,Atlantic Coast Conference,106926915,1576317,1740460,12779112,22518057,18961246,106581570,9457752,27594417,265000,13885527
University of Washington,236948,2005,Football Bowl Subdivision,Pacific-12 Conference,45423346,487840,670408,5753354,7818498,6424582,43197964,2731682,10000542,1219261,13611228
University of Washington,236948,2006,Football Bowl Subdivision,Pacific-12 Conference,49011005,547434,839919,6245917,9386815,6876260,52441834,3309505,11664178,1174698,18760681
University of Washington,236948,2007,Football Bowl Subdivision,Pacific-12 Conference,50795299,524194,934969,6924441,9934852,7201491,59648451,6057048,17388883,1509755,16633979
University of Washington,236948,2008,Football Bowl Subdivision,Pacific-12 Conference,57330671,551919,928348,8207585,10068076,7704449,60729016,6589490,12682342,1609393,22556942
University of Washington,236948,2009,Football Bowl Subdivision,Pacific-12 Conference,60575780,632602,917417,8153499,11068509,8249982,54019862,6499495,12488233,1316550,21339631
University of Washington,236948,2010,Football Bowl Subdivision,Pacific-12 Conference,61640598,734653,863710,7810164,11844560,8194179,64034410,8193224,15732042,1232807,21622833
University of Washington,236948,2011,Football Bowl Subdivision,Pacific-12 Conference,67900835,625600,1089582,9092905,13368311,8720351,70231336,9742917,15840217,1499078,20534924
University of Washington,236948,2012,Football Bowl Subdivision,Pacific-12 Conference,73833643,887518,1408025,9467478,14567346,9938526,82594783,9867128,23501105,1106262,22682731
University of Washington,236948,2013,Football Bowl Subdivision,Pacific-12 Conference,76209927,855457,1466929,10448504,15869408,10729571,85072886,8554465,26598771,585123,19895534
University of Washington,236948,2014,Football Bowl Subdivision,Pacific-12 Conference,86097137,955477,1307465,12343769,16812513,11604349,100275187,11321491,24031168,341312,28488448
University of Washington,236948,2015,Football Bowl Subdivision,Pacific-12 Conference,104403253,1312222,1365227,12601653,16625092,11669264,103540117,12701796,22777825,450000,24752152
University of Washington,236948,2016,Football Bowl Subdivision,Pacific-12 Conference,109560972,1154476,1474005,14198424,18178157,13026272,107154560,14655547,23186969,518000,25381191
