Data,IPEDS ID,Year,NCAA Subdivision,FBS Conference,Total Expenses,Medical,Recruiting,Game Expenses and Travel,Coaches Compensation,Athletic Student Aid,Total Revenues,"Corporate Sponsorship, Advertising, Licensing",Donor Contributions,Competition Guarantees,Ticket Sales
The University of Texas at El Paso,228796,2014,Football Bowl Subdivision,Conference USA,28521887,867507,568953,4525800,5420002,6385338,28645661,1516299,3382825,1270500,2326459
The University of Texas at El Paso,228796,2015,Football Bowl Subdivision,Conference USA,29395257,868678,720544,4749069,5817722,7272430,29836835,1882221,2907737,969500,2485703
The University of Texas at El Paso,228796,2016,Football Bowl Subdivision,Conference USA,32510383,956073,668056,4333357,5881015,7997558,32709050,2287005,3849332,1061000,1988231
The University of Texas at El Paso,228796,2017,Football Bowl Subdivision,Conference USA,32039189,983543,630694,4222709,5809119,7872794,31781343,2276125,4060347,1012000,2092975
The University of Texas at El Paso,228796,2018,Football Bowl Subdivision,Conference USA,33439133,898790,658861,4106446,5931995,7822109,32855303,2377584,2676553,816000,1591348
The University of Texas at San Antonio,229027,2005,No Football Subdivision,,7675714,80846,123050,729615,1424950,1960984,7499025,555484,221373,170575,80671
The University of Texas at San Antonio,229027,2006,No Football Subdivision,,9271175,85058,164290,788241,1620088,2084164,9828305,566258,277415,88808,122342
The University of Texas at San Antonio,229027,2007,No Football Subdivision,,9362601,159624,189159,930774,1757193,2279472,9987498,299336,222542,196565,71211
The University of Texas at San Antonio,229027,2008,No Football Subdivision,,10210111,149979,202949,1040403,1821430,2445646,10370170,618926,188232,221919,71050
The University of Texas at San Antonio,229027,2009,No Football Subdivision,,11244584,147326,238164,1061594,2209899,2704497,11303479,939620,394512,232360,74217
The University of Texas at San Antonio,229027,2010,No Football Subdivision,,12948900,246388,327191,1254842,2192889,2750288,12981694,767176,606480,245150,168630
The University of Texas at San Antonio,229027,2011,No Football Subdivision,,16004767,286895,351995,1433126,3340064,3684448,16675632,1198761,1797603,318200,79942
The University of Texas at San Antonio,229027,2012,Football Championship Subdivision,,21223077,308007,462337,2574548,3535066,4501616,22308205,2242186,2726303,250380,2266444
The University of Texas at San Antonio,229027,2013,Football Bowl Subdivision,Western Athletic Conference,24891193,353556,507319,3382461,4121798,5213008,23807953,2625367,2547300,383030,2228523
The University of Texas at San Antonio,229027,2014,Football Bowl Subdivision,Conference USA,27175879,399785,458452,3883428,4108830,5845180,26937994,2851118,2500752,1032490,2368531
The University of Texas at San Antonio,229027,2015,Football Bowl Subdivision,Conference USA,26177864,452670,494022,3640722,4244895,5088760,26807547,2835136,3102157,555869,2155482
The University of Texas at San Antonio,229027,2016,Football Bowl Subdivision,Conference USA,26443958,359556,554351,4503430,4733295,5243088,27426009,2052888,2273665,1505400,2121837
The University of Texas at San Antonio,229027,2017,Football Bowl Subdivision,Conference USA,30104385,457903,656261,5267826,5583500,5838750,28772631,2095938,1765092,1077100,1998788
The University of Texas at San Antonio,229027,2018,Football Bowl Subdivision,Conference USA,31308818,553268,655670,4299465,6227774,6029598,30368193,2193957,3273906,620500,1871748
Troy University,102368,2005,Football Bowl Subdivision,Sun Belt Conference,11975714,110503,164666,1357621,1982900,3626942,11975714,357774,2109217,1234000,641217
Troy University,102368,2006,Football Bowl Subdivision,Sun Belt Conference,12825677,172129,217276,1116009,2245140,3812004,12825677,454640,1401025,1826500,617862
Troy University,102368,2007,Football Bowl Subdivision,Sun Belt Conference,14142659,181568,225594,1487673,2521237,3636263,14142659,150000,1692562,1349700,896059
Troy University,102368,2008,Football Bowl Subdivision,Sun Belt Conference,14327947,170584,281467,1484767,2632968,3652824,14327947,165000,2129595,1869500,639775
Troy University,102368,2009,Football Bowl Subdivision,Sun Belt Conference,15458050,193719,208247,1787602,3005032,3893143,15458050,180000,2027691,1879500,862517
Troy University,102368,2010,Football Bowl Subdivision,Sun Belt Conference,15783593,197819,206476,1925295,3153146,4394244,15783593,161616,2285919,1942000,936298
Troy University,102368,2011,Football Bowl Subdivision,Sun Belt Conference,15246720,220474,238463,2023877,3133592,4116841,15246720,208179,2150695,2871000,689998
Troy University,102368,2012,Football Bowl Subdivision,Sun Belt Conference,16504664,218235,254595,1790085,3149771,4705672,16504664,162379,1948898,810000,830368
Troy University,102368,2013,Football Bowl Subdivision,Sun Belt Conference,22268629,239214,309125,1636983,3848290,4769329,22268629,187977,2295375,1515250,823835
Troy University,102368,2014,Football Bowl Subdivision,Sun Belt Conference,24628741,181343,345274,1782049,4142841,5171661,24628741,137029,2268841,2453500,463063
Troy University,102368,2015,Football Bowl Subdivision,Sun Belt Conference,27056669,217000,396814,2061213,4733201,5220861,27056669,202193,2269129,1686569,610558
Troy University,102368,2016,Football Bowl Subdivision,Sun Belt Conference,27320624,244496,352281,1980459,5114284,5479694,27320624,474128,2180053,1895500,896635
Troy University,102368,2017,Football Bowl Subdivision,Sun Belt Conference,29962107,253905,310548,2154300,5592806,5780367,29962107,341610,2568378,1839000,1058810
Troy University,102368,2018,Football Bowl Subdivision,Sun Belt Conference,30326255,283749,318813,1927129,6114208,5830001,30326255,404139,1531112,1548000,984501
United States Air Force Academy,128328,2005,Football Bowl Subdivision,Mountain West Conference,14330645,0,510191,2172567,5436414,0,15481081,154697,0,106500,2783786
United States Air Force Academy,128328,2006,Football Bowl Subdivision,Mountain West Conference,26606845,1939,1152114,2833365,7166218,0,27085224,2284059,312736,36325,4102689
United States Air Force Academy,128328,2007,Football Bowl Subdivision,Mountain West Conference,28064038,11508,876005,3274218,7760837,0,29024404,1095877,422001,965500,4870515
United States Air Force Academy,128328,2008,Football Bowl Subdivision,Mountain West Conference,31174646,9067,830318,3752950,7762406,0,30604249,953111,588954,260124,4379928
United States Air Force Academy,128328,2009,Football Bowl Subdivision,Mountain West Conference,34945674,19360,1213498,4767530,8889911,0,33616930,1013595,590903,343900,4361495
United States Air Force Academy,128328,2010,Football Bowl Subdivision,Mountain West Conference,35081470,24721,1029199,4754499,9371918,0,34915251,729850,802526,786000,4111024
United States Air Force Academy,128328,2011,Football Bowl Subdivision,Mountain West Conference,39430241,27576,1059160,4990512,10745839,0,39823782,1188081,775116,371887,5128692
United States Air Force Academy,128328,2012,Football Bowl Subdivision,Mountain West Conference,43156740,64943,1264968,4550021,10789112,0,44490055,2370860,1201506,397950,4822242
United States Air Force Academy,128328,2013,Football Bowl Subdivision,Mountain West Conference,39497086,63546,1168387,4808215,10270921,0,39031348,1237205,1137161,1183000,4289880
United States Air Force Academy,128328,2014,Football Bowl Subdivision,Mountain West Conference,41438813,65457,1157807,3904975,10608013,0,46577840,1530375,2246463,74000,5849136
United States Air Force Academy,128328,2015,Football Bowl Subdivision,Mountain West Conference,43481337,32464,1161143,5809890,10859732,0,50191669,1634474,2194202,314500,3818062
United States Air Force Academy,128328,2016,Football Bowl Subdivision,Mountain West Conference,,,,,,,,,,,
United States Air Force Academy,128328,2017,Football Bowl Subdivision,Mountain West Conference,50112617,330682,1486438,7151569,11394482,0,59577780,3196981,8705370,63000,3542723
United States Air Force Academy,128328,2018,Football Bowl Subdivision,Mountain West Conference,53530468,84450,1560005,7273657,11687967,0,60101907,1864431,2389987,1342000,3251642
United States Military Academy,197036,2005,Football Bowl Subdivision,Conference USA,20493126,0,768122,2935634,4768419,0,21620575,704171,2850500,2375500,3578135
United States Military Academy,197036,2006,Football Bowl Subdivision,Independent,23209804,0,953735,3942954,5767619,0,24395909,1827960,1848609,3782190,3735845
United States Military Academy,197036,2007,Football Bowl Subdivision,Independent,23479378,0,769201,4397677,5566231,0,24643884,522851,1907108,3488000,3821594
United States Military Academy,197036,2008,Football Bowl Subdivision,Independent,24888651,0,1066529,3418382,6014212,0,29398220,979803,3570793,3123000,4140695
United States Military Academy,197036,2009,Football Bowl Subdivision,Independent,25968123,0,1093356,3875015,6147247,0,28103137,940243,2792519,2986000,3470168
United States Military Academy,197036,2010,Football Bowl Subdivision,Independent,25784801,0,1201915,3862664,5948510,0,29664348,1831641,2990806,2710000,3867821
United States Military Academy,197036,2011,Football Bowl Subdivision,Independent,27420476,0,1267189,4082803,6512198,0,34342038,2266808,2786066,5086320,3890649
United States Military Academy,197036,2012,Football Bowl Subdivision,Independent,26301738,0,1177512,4074194,6584140,0,31498762,2287023,2578740,4395541,3208657
United States Military Academy,197036,2013,Football Bowl Subdivision,Independent,27898527,0,1082018,4925636,6826488,0,37289204,2690884,3600423,3662000,7064865
United States Military Academy,197036,2014,Football Bowl Subdivision,Independent,32532108,0,1447863,5907929,8024369,0,37143082,2581246,5593755,4284005,3739390
United States Military Academy,197036,2015,Football Bowl Subdivision,Independent,37210925,0,1818514,6080023,8680976,0,41202176,3263593,5932115,3997000,6231666
United States Military Academy,197036,2016,Football Bowl Subdivision,Independent,38651909,0,1840082,6294485,9008445,0,44191038,4281489,5327292,4879000,5566875
United States Military Academy,197036,2017,Football Bowl Subdivision,Independent,,,,,,,,,,,
United States Military Academy,197036,2018,Football Bowl Subdivision,Independent,,,,,,,,,,,
"University at Buffalo, The State University of New York",196088,2005,Football Bowl Subdivision,Mid-American Conference,18685142,49025,286869,1820533,2472719,4275751,18689948,857189,49115,542000,809840
"University at Buffalo, The State University of New York",196088,2006,Football Bowl Subdivision,Mid-American Conference,20888277,59900,358062,1651731,2585111,4554381,20894644,903180,101347,288863,696711
"University at Buffalo, The State University of New York",196088,2007,Football Bowl Subdivision,Mid-American Conference,22068328,79407,448039,2479561,2908102,4850529,22071264,810975,31063,1635000,774307
"University at Buffalo, The State University of New York",196088,2008,Football Bowl Subdivision,Mid-American Conference,21854374,139660,503878,2536639,3122889,5117890,21859641,797652,153510,1185838,757217
"University at Buffalo, The State University of New York",196088,2009,Football Bowl Subdivision,Mid-American Conference,25942006,179583,450931,2940480,3782465,5509400,25944465,856530,308429,862500,1306808
"University at Buffalo, The State University of New York",196088,2010,Football Bowl Subdivision,Mid-American Conference,16973584,178882,455297,2884493,0,6159123,25385009,892843,731269,519700,1099425
"University at Buffalo, The State University of New York",196088,2011,Football Bowl Subdivision,Mid-American Conference,26221691,249607,414566,2701949,3878317,6371627,26228030,942712,384436,406847,994216
"University at Buffalo, The State University of New York",196088,2012,Football Bowl Subdivision,Mid-American Conference,27478169,263809,409401,2781295,3883784,6354309,27480211,941881,1320953,1272153,1059966
"University at Buffalo, The State University of New York",196088,2013,Football Bowl Subdivision,Mid-American Conference,28960127,250324,453148,2926492,3912220,7277504,28964050,871873,392815,1369500,944768
"University at Buffalo, The State University of New York",196088,2014,Football Bowl Subdivision,Mid-American Conference,31134149,597417,527129,3929098,4154692,7635181,31277980,793685,600252,1239655,1285778
"University at Buffalo, The State University of New York",196088,2015,Football Bowl Subdivision,Mid-American Conference,31909540,219989,574110,3510825,4253799,8364393,32181552,1181934,1058460,479500,1101014
"University at Buffalo, The State University of New York",196088,2016,Football Bowl Subdivision,Mid-American Conference,34219719,368765,653466,3607662,4633801,9239541,34267566,1080737,1913487,1362000,1107153
"University at Buffalo, The State University of New York",196088,2017,Football Bowl Subdivision,Mid-American Conference,35883884,382918,606328,3733093,4565816,9418613,35892221,925352,1953470,1242500,1065783
"University at Buffalo, The State University of New York",196088,2018,Football Bowl Subdivision,Mid-American Conference,40763071,400063,585562,3585826,7014349,8727511,40834648,685807,1924828,1748500,1036460
University of Akron,200800,2005,Football Bowl Subdivision,Mid-American Conference,13896456,107619,441066,1001301,2065573,4401715,14021914,136063,452109,725500,386375
University of Akron,200800,2006,Football Bowl Subdivision,Mid-American Conference,15751464,197928,643514,1253525,2577264,5002563,15301573,0,763188,606500,622630
University of Akron,200800,2007,Football Bowl Subdivision,Mid-American Conference,16992718,187823,645451,1115584,3046040,5223415,17308323,146500,492540,903600,759711
University of Akron,200800,2008,Football Bowl Subdivision,Mid-American Conference,18858092,155359,738979,1407315,3133410,5534767,18711948,352650,737381,856500,785310
University of Akron,200800,2009,Football Bowl Subdivision,Mid-American Conference,20124113,201027,655737,1864745,4038754,5501724,20670298,447732,538450,1194208,666529
University of Akron,200800,2010,Football Bowl Subdivision,Mid-American Conference,24498336,253662,370438,2074346,4789524,5840195,24012416,600943,1269290,849500,1533516
University of Akron,200800,2011,Football Bowl Subdivision,Mid-American Conference,25344459,265521,491102,2314699,4725556,5897598,25583730,595764,1051880,752500,1187709
University of Akron,200800,2012,Football Bowl Subdivision,Mid-American Conference,27225730,526678,432540,2299464,5700372,6104814,27217473,639079,1043294,1441589,1623296
University of Akron,200800,2013,Football Bowl Subdivision,Mid-American Conference,28407737,406228,480188,2447798,5734861,6776068,27954164,765898,1126953,1026000,1177127
University of Akron,200800,2014,Football Bowl Subdivision,Mid-American Conference,32050686,369045,431287,2637949,5625976,6840858,32774266,971746,2076146,1310500,1687563
University of Akron,200800,2015,Football Bowl Subdivision,Mid-American Conference,34070009,389867,444036,2738155,5903700,7122862,31771467,908420,2288565,1067426,1068663
University of Akron,200800,2016,Football Bowl Subdivision,Mid-American Conference,35378884,459112,464521,4081137,6108320,7248175,34587155,905402,1981146,1287000,1670805
University of Akron,200800,2017,Football Bowl Subdivision,Mid-American Conference,33895809,393302,507238,3113059,6137271,7250651,35331217,922752,2094500,1441000,968083
University of Akron,200800,2018,Football Bowl Subdivision,Mid-American Conference,34873226,459380,613074,3546994,6087874,6976674,34601000,967925,1874458,1295512,1381580
University of Alabama at Birmingham,100663,2005,Football Bowl Subdivision,Conference USA,18872742,275860,33137,2289499,5474739,4234229,18784112,294079,2555134,1338460,1154612
University of Alabama at Birmingham,100663,2006,Football Bowl Subdivision,Conference USA,19226855,338670,217702,1800874,4103048,4654074,19744094,484000,3660487,622600,1256350
University of Alabama at Birmingham,100663,2007,Football Bowl Subdivision,Conference USA,21123121,437398,331430,2034843,4782532,4308476,21600512,479526,3226902,1390815,1298353
University of Alabama at Birmingham,100663,2008,Football Bowl Subdivision,Conference USA,21509018,244960,357111,2212991,5125499,4648296,22430831,538275,3440756,1568657,1268519
University of Alabama at Birmingham,100663,2009,Football Bowl Subdivision,Conference USA,22519272,502280,367711,2346420,5333748,4904286,22808725,598769,2944050,1757109,1227748
University of Alabama at Birmingham,100663,2010,Football Bowl Subdivision,Conference USA,23839180,430093,373542,2202607,5482736,5567413,24273967,804767,3061128,1360000,1247764
University of Alabama at Birmingham,100663,2011,Football Bowl Subdivision,Conference USA,25224426,617123,432798,2355461,5826794,6057472,25690048,877658,2692625,1155800,1134284
University of Alabama at Birmingham,100663,2012,Football Bowl Subdivision,Conference USA,27412637,352645,455789,2694966,6036108,6085431,28114179,890502,2995783,1271000,1127582
University of Alabama at Birmingham,100663,2013,Football Bowl Subdivision,Conference USA,27544633,457178,492591,2633479,5897936,6161702,28159249,942125,2456762,1953400,1130053
University of Alabama at Birmingham,100663,2014,Football Bowl Subdivision,Conference USA,30805171,591176,538743,3055052,6312950,7135185,31549517,961267,3205602,1751000,1165323
University of Alabama at Birmingham,100663,2015,Football Bowl Subdivision,Conference USA,31066375,522110,468898,3034823,6109951,6034338,31896726,963240,3327715,1625514,2006402
University of Alabama at Birmingham,100663,2016,Football Bowl Subdivision,Conference USA,30847992,494935,741628,2354027,6595161,6824730,32453663,1019361,5852142,40000,1285781
University of Alabama at Birmingham,100663,2017,Football Bowl Subdivision,Conference USA,23803547,362826,578933,2244627,4616135,4987118,24795218,381621,5552809,113000,1239484
University of Alabama at Birmingham,100663,2018,Football Bowl Subdivision,Conference USA,35809571,557932,655128,4358731,6728016,8522659,34736287,1086265,5350988,1912000,1948752
University of Arizona,104179,2005,Football Bowl Subdivision,Pacific-12 Conference,40760160,659026,938163,4722071,7200325,5450068,39655034,3779810,9577150,1098874,9174092
University of Arizona,104179,2006,Football Bowl Subdivision,Pacific-12 Conference,40479457,759690,916667,4872454,7118771,5576823,42303655,4012732,11362200,1666685,9812803
University of Arizona,104179,2007,Football Bowl Subdivision,Pacific-12 Conference,43267008,794866,901858,5409161,7434822,6622595,47519159,4982036,12119343,1288419,11928098
University of Arizona,104179,2008,Football Bowl Subdivision,Pacific-12 Conference,46211393,636946,953336,5870996,8138143,6730896,49241506,5055900,13648055,1975035,11248896
University of Arizona,104179,2009,Football Bowl Subdivision,Pacific-12 Conference,53177538,719345,993525,7370016,9966165,7862103,53372629,5840230,14007721,1429169,12662044
University of Arizona,104179,2010,Football Bowl Subdivision,Pacific-12 Conference,56919148,1117641,1125640,7434086,10633796,9149058,58118950,7754900,15638266,1871487,12735496
University of Arizona,104179,2011,Football Bowl Subdivision,Pacific-12 Conference,58506308,1051291,1080250,7907565,11569604,9743953,59663128,6507566,14452506,1195104,13762225
University of Arizona,104179,2012,Football Bowl Subdivision,Pacific-12 Conference,76802678,1074461,1117533,7963250,14991955,9790285,78024219,7111792,33877963,1686884,12710520
University of Arizona,104179,2013,Football Bowl Subdivision,Pacific-12 Conference,68253136,950933,1204161,9227273,14451201,11299588,68510915,5896976,16385312,169952,15056000
University of Arizona,104179,2014,Football Bowl Subdivision,Pacific-12 Conference,95524260,959929,1381599,11009113,15267187,10800900,99911034,6308525,44264977,462171,14931449
University of Arizona,104179,2015,Football Bowl Subdivision,Pacific-12 Conference,80706045,1025663,1402245,9533280,17071551,12540169,87135331,8268100,21934622,402992,15799383
University of Arizona,104179,2016,Football Bowl Subdivision,Pacific-12 Conference,87254614,1120380,1559661,10793322,21025812,12411619,85356236,8660306,18904155,332375,15433644
University of Arizona,104179,2017,Football Bowl Subdivision,Pacific-12 Conference,91756963,1183064,1507724,10343294,18766337,14219005,90976758,9900132,18169527,1051403,15490786
University of Arizona,104179,2018,Football Bowl Subdivision,Pacific-12 Conference,103329464,1265564,1495385,11674439,20512373,12977775,95867717,8865761,23226028,534500,13768437
University of Arkansas,106397,2005,Football Bowl Subdivision,Southeastern Conference,45916377,442153,1021557,5349380,7861007,5238770,47322459,2229167,3315302,551044,23973023
University of Arkansas,106397,2006,Football Bowl Subdivision,Southeastern Conference,48736994,538971,1161462,5957205,8370428,5766862,49514971,2103429,7756296,1073785,21190252
University of Arkansas,106397,2007,Football Bowl Subdivision,Southeastern Conference,62169914,541831,1259726,7999378,9792287,6461360,65416732,2506280,12226457,16819,28791807
University of Arkansas,106397,2008,Football Bowl Subdivision,Southeastern Conference,64632499,547427,1342876,9166876,12219429,6657930,66174916,2279843,12768088,19309,28645905
University of Arkansas,106397,2009,Football Bowl Subdivision,Southeastern Conference,64609733,547720,1445169,8694200,12637419,6448740,65835778,4421972,7586392,453000,31926509
University of Arkansas,106397,2010,Football Bowl Subdivision,Southeastern Conference,71801905,941066,1667903,10463478,12884359,6852683,78072620,6362394,13124745,61255,32894044
University of Arkansas,106397,2011,Football Bowl Subdivision,Southeastern Conference,79392988,1145848,1480557,11827488,14286107,7442929,91768112,7960239,19962064,51700,35931551
University of Arkansas,106397,2012,Football Bowl Subdivision,Southeastern Conference,82470473,1249454,1643872,10878820,15166724,7933055,99757482,9733131,22907002,13500,38639217
University of Arkansas,106397,2013,Football Bowl Subdivision,Southeastern Conference,92131933,1213290,1491303,10618743,17940280,8465727,99770840,11065362,19436047,7000,39434328
University of Arkansas,106397,2014,Football Bowl Subdivision,Southeastern Conference,94640408,1528948,1664017,10736815,17137702,9055006,96793972,11813916,21276161,364725,34284318
University of Arkansas,106397,2015,Football Bowl Subdivision,Southeastern Conference,97106539,1382013,1739940,12008562,18114976,9221490,114172847,12010545,24393873,313500,37622177
University of Arkansas,106397,2016,Football Bowl Subdivision,Southeastern Conference,105633576,1586700,2152341,13161050,19473074,10771445,124981042,14600144,25860510,61000,37424186
University of Arkansas,106397,2017,Football Bowl Subdivision,Southeastern Conference,112902474,1556536,2140085,14634812,20497274,11827482,129680808,14025665,24907874,375000,40766509
University of Arkansas,106397,2018,Football Bowl Subdivision,Southeastern Conference,127369722,1643439,2394790,12988212,23032684,12583859,130126110,15932771,24247462,4000,38965802
University of California-Berkeley,110635,2005,Football Bowl Subdivision,Pacific-12 Conference,51774040,1122282,668600,5590190,9908123,8043265,43886422,4143889,9506519,1285375,9994602
University of California-Berkeley,110635,2006,Football Bowl Subdivision,Pacific-12 Conference,53722726,1062564,683098,5798035,10647548,8402347,48444444,4377090,12238572,2261500,9493791
University of California-Berkeley,110635,2007,Football Bowl Subdivision,Pacific-12 Conference,60826660,891964,770384,7289754,12581022,8446702,60826660,4698651,14437027,1200258,13898392
University of California-Berkeley,110635,2008,Football Bowl Subdivision,Pacific-12 Conference,64282315,1365816,740876,7025358,13154871,8996597,64333065,6373873,13894188,2063356,15481732
University of California-Berkeley,110635,2009,Football Bowl Subdivision,Pacific-12 Conference,72738751,1121992,837824,8701166,14690647,9957129,71149584,6404294,15617326,975419,15673571
University of California-Berkeley,110635,2010,Football Bowl Subdivision,Pacific-12 Conference,69345912,1571591,1006030,7837770,14478677,11131344,69345931,6966776,10231760,2335672,14345310
University of California-Berkeley,110635,2011,Football Bowl Subdivision,Pacific-12 Conference,62669411,1169882,944559,7935493,14490282,8898627,65243053,8432471,8126865,1034677,15953660
University of California-Berkeley,110635,2012,Football Bowl Subdivision,Pacific-12 Conference,68578362,1393053,928305,7945952,15783515,10052886,71183404,7204042,12977962,3420906,11126452
University of California-Berkeley,110635,2013,Football Bowl Subdivision,Pacific-12 Conference,90126390,1230825,912405,9207840,18021608,10000533,94487380,6972419,26063466,284445,14556051
University of California-Berkeley,110635,2014,Football Bowl Subdivision,Pacific-12 Conference,90108023,1429516,1142583,9719772,14669054,9864873,90262142,9468564,22693205,43800,14219724
University of California-Berkeley,110635,2015,Football Bowl Subdivision,Pacific-12 Conference,94016545,1582754,1265384,9915542,16430463,9686356,85539904,9547613,22572994,3814163,10955853
University of California-Berkeley,110635,2016,Football Bowl Subdivision,Pacific-12 Conference,103381770,2669222,1307824,12320448,20008183,11681595,81653024,8789179,19774870,332000,10690053
University of California-Berkeley,110635,2017,Football Bowl Subdivision,Pacific-12 Conference,106959739,2476098,1167416,11027161,19610776,12628794,90976576,12847555,20539482,2168848,13483996
University of California-Berkeley,110635,2018,Football Bowl Subdivision,Pacific-12 Conference,110558630,2367772,1397437,10921872,18704642,13028152,91247489,21490730,18107982,231510,10528294
University of California-Los Angeles,110662,2005,Football Bowl Subdivision,Pacific-12 Conference,46010599,395990,539420,6886878,7219570,7144283,46013054,5576617,6745798,1373069,14710543
University of California-Los Angeles,110662,2006,Football Bowl Subdivision,Pacific-12 Conference,52049868,380702,617966,8902715,8060097,7636782,52066786,7386027,7455859,3129670,13895922
University of California-Los Angeles,110662,2007,Football Bowl Subdivision,Pacific-12 Conference,61309668,357307,641494,9837835,8965747,8181293,61309668,7395249,8655548,1401551,19459464
University of California-Los Angeles,110662,2008,Football Bowl Subdivision,Pacific-12 Conference,66088264,475566,696473,9873353,9768187,8768645,66088264,7744834,8354437,3587023,22402565
University of California-Los Angeles,110662,2009,Football Bowl Subdivision,Pacific-12 Conference,66177866,455506,868385,9174535,10935052,9362535,66177866,9179351,10006048,1454128,24996824
University of California-Los Angeles,110662,2010,Football Bowl Subdivision,Pacific-12 Conference,61875531,370560,890417,9187793,11307734,9744653,61875531,9032537,9332803,3923122,19329439
University of California-Los Angeles,110662,2011,Football Bowl Subdivision,Pacific-12 Conference,66003893,387285,950733,8751645,12462937,10554083,66003893,9095551,7808406,1857252,20048738
University of California-Los Angeles,110662,2012,Football Bowl Subdivision,Pacific-12 Conference,71731776,445262,1102114,10210739,13452770,11128431,71731776,11407611,15998077,3505391,14494463
University of California-Los Angeles,110662,2013,Football Bowl Subdivision,Pacific-12 Conference,83926720,474058,1173877,12393058,15779201,11592246,83926720,9882188,14436711,503515,24944837
University of California-Los Angeles,110662,2014,Football Bowl Subdivision,Pacific-12 Conference,86426780,404201,1307093,13040755,18764600,12138363,86426780,11652329,16229179,522500,17807674
University of California-Los Angeles,110662,2015,Football Bowl Subdivision,Pacific-12 Conference,96912767,427464,1259322,15113654,20011005,12593060,96912767,11385380,16849636,2619195,26155763
University of California-Los Angeles,110662,2016,Football Bowl Subdivision,Pacific-12 Conference,98913023,926492,1207096,14930107,21245702,13490241,98913023,17165565,15493926,840402,18361978
University of California-Los Angeles,110662,2017,Football Bowl Subdivision,Pacific-12 Conference,104106646,974959,1428613,14943522,22773369,13839807,104106646,15974109,18680427,1311441,21744254
University of California-Los Angeles,110662,2018,Football Bowl Subdivision,Pacific-12 Conference,130960560,990900,1620167,16919319,23361458,14536160,130960560,39719835,18992624,1184874,18033018
University of Central Florida,132903,2005,Football Bowl Subdivision,Mid-American Conference,20730846,411132,411563,1846679,4222606,4306145,22089418,615374,3357302,788430,1317224
University of Central Florida,132903,2006,Football Bowl Subdivision,Conference USA,25142787,493445,413317,2655517,4139365,5175417,22860742,505809,2431244,934000,1054648
University of Central Florida,132903,2007,Football Bowl Subdivision,Conference USA,29614919,403182,628283,3446965,4517646,6113043,26060542,799037,2925301,703000,3414214
University of Central Florida,132903,2008,Football Bowl Subdivision,Conference USA,38825507,485922,493989,3381944,5921416,6156084,39715730,2947524,6457320,634000,6059876
University of Central Florida,132903,2009,Football Bowl Subdivision,Conference USA,37757742,507973,486663,3224905,5982469,5987631,37573332,2893027,5208455,964629,6106044
University of Central Florida,132903,2010,Football Bowl Subdivision,Conference USA,39280775,619740,560644,3567760,6556933,6163474,40063558,3276487,5308200,458264,5953071
University of Central Florida,132903,2011,Football Bowl Subdivision,Conference USA,42806123,652740,693301,5398222,7380702,6581050,42762625,3684133,6370570,663750,5167757
University of Central Florida,132903,2012,Football Bowl Subdivision,Conference USA,40009614,682812,596078,4147809,7481075,6685272,40993870,3537199,4712416,1935164,4430453
University of Central Florida,132903,2013,Football Bowl Subdivision,Conference USA,41981093,333530,623610,5348591,8046527,6821370,41222301,3758697,5088098,1135376,3939506
University of Central Florida,132903,2014,Football Bowl Subdivision,American Athletic Conference,45327168,477554,549462,6578054,8575605,7079502,49764152,3938220,5424975,577736,5083557
University of Central Florida,132903,2015,Football Bowl Subdivision,American Athletic Conference,47647475,570882,701552,5975800,8836678,7049996,51455603,4152217,9733191,3005979,4381701
University of Central Florida,132903,2016,Football Bowl Subdivision,American Athletic Conference,59379453,529044,692984,4885864,9321286,8870903,59379453,4282998,6918969,609300,3934495
University of Central Florida,132903,2017,Football Bowl Subdivision,American Athletic Conference,56327225,595013,791119,5847283,10764048,9591607,56327225,4906880,10303140,1703000,4458254
University of Central Florida,132903,2018,Football Bowl Subdivision,American Athletic Conference,61118971,608867,717790,9154463,11683675,8838863,61968057,4693931,8208938,200000,5685790
University of Cincinnati,201885,2005,Football Bowl Subdivision,Conference USA,25247524,484149,394310,3603808,4823884,5670624,21124176,1000000,4636229,1232500,3889980
University of Cincinnati,201885,2006,Football Bowl Subdivision,Big East Conference,28872741,646407,505869,3156950,4545110,6006474,22099791,1108857,4210153,1323000,4451586
University of Cincinnati,201885,2007,Football Bowl Subdivision,Big East Conference,34172295,678735,537796,3160520,5482021,6731148,28395897,1133173,3886636,1223015,4075486
University of Cincinnati,201885,2008,Football Bowl Subdivision,Big East Conference,36369715,762245,512742,3461798,6847644,6667940,32281546,1167037,5246676,1049500,4984749
University of Cincinnati,201885,2009,Football Bowl Subdivision,Big East Conference,44780811,632979,428544,5221209,7622572,6862722,43925633,7811025,5619573,1554145,5237410
University of Cincinnati,201885,2010,Football Bowl Subdivision,Big East Conference,43478383,820428,544607,4903251,8442388,6879030,40920893,1471722,5650252,858500,6377284
University of Cincinnati,201885,2011,Football Bowl Subdivision,Big East Conference,43688807,652399,603397,3873632,8116654,7157187,42724841,1841836,5848897,871905,8485966
University of Cincinnati,201885,2012,Football Bowl Subdivision,Big East Conference,49868204,305751,669045,6234399,9571043,7421806,48892291,2991650,6218816,1599000,8098155
University of Cincinnati,201885,2013,Football Bowl Subdivision,Big East Conference,59540002,464588,740279,5381444,10691938,8158927,61915431,4616394,5223762,4043296,7416843
